"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"Bln-4756","Bln-4756",NULL,NULL,10570,177,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA030","MA030-2","no","western profile",NULL,NULL
"Erl-9991","Erl-9991",NULL,NULL,10130,68,"-22.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Pisum","MA030","MA030-2","no","Layer 6, No 18, 9.13 m",NULL,"CalPal reports the site as Ifri Oudadane but it is not correct"
"Erl-9993","Erl-9993",NULL,NULL,9350,65,"-22.2",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA030","MA030-3","no","No 8, 9.56 m",NULL,"CalPal reports the site as Ifri Oudadane but it is not correct"
"Erl-9992","Erl-9992",NULL,NULL,10643,73,"-21,70",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA030","MA030-1","no","Layer 4, No 9, 9.26 m",NULL,NULL
"Erl-4394","Erl-4394",NULL,NULL,10022,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA035","MA035-1","no","Spit 4",NULL,NULL
"Erl-4399","Erl-4399",NULL,NULL,11009,144,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA035","MA035-1","no","Spit 11, Burial",NULL,NULL
"Erl-9984","Erl-9984",NULL,NULL,6481,53,"-22.7",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA039","MA039-2","no","External pit, Layer 2",NULL,NULL
"Erl-9986","Erl-9986",NULL,NULL,7633,81,"-23.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA039","MA039-1","no","External pit, S31, Layer 22, No4, 3.45m",NULL,"Cal Pal reports the site as Hassi  Ouenzga but it is not correct"
"Erl-9985","Erl-9985",NULL,NULL,7666,76,"-23,2",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA039","MA039-1","no","External pit, S32, Layer 18, No3, 3.61m (Layer 3 according to Nekkal et al. 2015)",NULL,NULL
"Erl-9983","Erl-9983",NULL,NULL,4571,45,"-22",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA039","MA039-4","no","External pit, Layer 1",NULL,NULL
"Beta-341129","Beta-341129",NULL,NULL,6120,30,"-22,3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA039","MA039-3","no",NULL,NULL,NULL
"Rabat-277","Rabat-277",NULL,NULL,4126,128,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"MA039","MA039-6","no","Internat pit, Layers 2-3",NULL,NULL
"Rabat-278","Rabat-278",NULL,NULL,4920,140,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"MA039","MA039-5","no","Internal pit, Layer 4",NULL,NULL
"UBA-8082","UBA-8082",NULL,NULL,5989,33,"-19,3",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","MA033","MA033-3","no",NULL,NULL,NULL
"Erl-9994","Erl-9994",NULL,NULL,4916,47,"-23,3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA033","MA033-4","no",NULL,NULL,NULL
"Erl-9995","Erl-9995",NULL,NULL,7106,53,"-23.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus communis","MA033","MA033-2","no",NULL,NULL,"CalPal reports the site as Mtlili 1 but it is not correct"
"Erl-9996","Erl-9996",NULL,NULL,6739,52,"-23.3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Olea sp.; Pistacia sp.","MA033","MA033-2","no",NULL,NULL,"CalPal reports the site as Mtlili 1 but it is not correct"
"Erl-12422","Erl-12422",NULL,NULL,4798,108,"-24,4",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Capra hircus","MA033","MA033-4","no",NULL,NULL,NULL
"KN-5969","KN-5969",NULL,NULL,10670,80,"0,84",NULL,NULL,"Marine13",60,70,"shell (marine)","Ostrea cf. edulis","MA033","MA033-1","no",NULL,NULL,NULL
"Gif-2821","Gif-2821",NULL,NULL,3300,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA087","MA087-1","unique",NULL,NULL,NULL
"MC-669","MC-669",NULL,NULL,4400,90,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"MA056","MA056-1","no",NULL,NULL,"Close 1980 reports the date as 2450±90 BC (5400±90 BP) but it is probably not correct"
"MC-670","MC-670",NULL,NULL,3290,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA056","MA056-2","no",NULL,NULL,"Close 1980 reports the date as 1350±70 BC (3300±70 BP) but it is probably not correct"
"Gif-3013","Gif-3013",NULL,NULL,3550,120,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Mytilus","MA070","MA070-2","no",NULL,NULL,NULL
"MC-710","MC-710",NULL,NULL,4950,100,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"MA070","MA070-1","no",NULL,NULL,"Ben Moussa 2008 reports the site as Tarfaya (O. El Ouar)"
"Gif-2911","Gif-2911",NULL,NULL,4450,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA059","MA059-1","unique",NULL,NULL,"The site is called Site 11 in Delibrias et al. 1982"
"Gif-5519","Gif-5519",NULL,NULL,5400,290,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA012","MA012-1","no",NULL,NULL,NULL
"UBA-8084","UBA-8084",NULL,NULL,5552,36,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"MA012","MA012-1","no",NULL,NULL,NULL
"Ly-2149","Ly-2149",NULL,NULL,5980,210,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA013","MA013-1","no","Level 1",NULL,NULL
"UQ-1601","UQ-1601",NULL,NULL,5800,150,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)","Patella, Mytylus","MA013","MA013-1","no","Level 1",NULL,NULL
"Gif-6184","Gif-6184",NULL,NULL,3490,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA076","MA076-2","no","Level 4",NULL,NULL
"Gif-6490","Gif-6490",NULL,NULL,3900,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA076","MA076-1","no","Level 3",NULL,NULL
"Gif-6185","Gif-6185",NULL,NULL,5190,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA075","MA075-1","unique","Level 2",NULL,NULL
"Gif-6186","Gif-6186",NULL,NULL,4600,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA014","MA014-1","unique","Level 3c",NULL,NULL
"Gif-6188","Gif-6188",NULL,NULL,9930,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA058","MA058-1","unique",NULL,NULL,NULL
"Gif-6491","Gif-6491",NULL,NULL,3820,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA002","MA002-1","no","Level 2",NULL,NULL
"Gif-6880","Gif-6880",NULL,NULL,3400,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA002","MA002-1","no","Level 2",NULL,NULL
"Gif-6492","Gif-6492",NULL,NULL,4110,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA051","MA051-1","unique","Level 3",NULL,NULL
"Ly-3620","Ly-3620",NULL,NULL,3290,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA024","MA024-1","unique","Level 17",NULL,NULL
"Gif-6495","Gif-6495",NULL,NULL,8960,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA078","MA078-1","no","Level 1",NULL,NULL
"Gif-6826","Gif-6826",NULL,NULL,9340,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA078","MA078-1","no","Level 3c",NULL,NULL
"Gif-6827","Gif-6827",NULL,NULL,9350,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA078","MA078-1","no","Level 4",NULL,NULL
"Gif-7554","Gif-7554",NULL,NULL,8680,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA077","MA077-1","no",NULL,NULL,"Macro-remains"
"Gif-7699","Gif-7699",NULL,NULL,8260,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic matter",NULL,"MA077","MA077-1","no",NULL,NULL,"Macro-remains"
"Gif-A-92332","Gif-A-92332",NULL,NULL,5630,80,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"MA026","MA026-1","no",NULL,NULL,"Barton et al. 2008 reports the date as 5830±80. From Daugas et al. 1999 it is difficult to understand if it is a 6 or a 8 but all the others report the date as 5630±80"
"KN-5384","KN-5384",NULL,NULL,6388,46,"-23,14",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA063","MA063-1","no",NULL,NULL,NULL
"KIA-31001/1","KIA-31001/1",NULL,NULL,6020,40,"-25,54","0,13",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA063","MA063-2","no","Upper archaeological layer",NULL,"CalPal reports the site as Taghit Haddouche but it is not correct"
"KIA-31001/2","KIA-31001/2",NULL,NULL,6000,35,"-24,46","0,24",NULL,"IntCal13",NULL,NULL,"humic acid",NULL,"MA063","MA063-2","no","Upper archaeological layer",NULL,"CalPal reports the site as Taghit Haddouche but it is not correct"
"KIA-31002","KIA-31002",NULL,NULL,6110,35,"-25,17","0,23",NULL,"IntCal13",NULL,NULL,"charcoal","Pistacia","MA063","MA063-2","no","Middle archaeological layer",NULL,"Cal Pal reports the site as Taoungat 7 but it is not correct"
"KIA-31008/1","KIA-31008/1",NULL,NULL,5880,30,"-19,85","0,22",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA063","MA063-2","no","Top layer",NULL,"CalPal reports the site as Taghit Haddouche but it is not correct"
"KIA-31008/2","KIA-31008/2",NULL,NULL,5040,35,"-23,51","0,25",NULL,"IntCal13",NULL,NULL,"humic acid",NULL,"MA063","MA063-3","no","Top layer",NULL,NULL
"KIA-31003","KIA-31003",NULL,NULL,5840,35,"-23,01","0,40",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA064","MA064-1","unique","Hearth",NULL,"CalPal reports the site as Taghit Haddouche but it is not correct"
"KIA-31007/2","KIA-31007/2",NULL,NULL,8745,55,"-22,50","0,14",NULL,"IntCal13",NULL,NULL,"humic acid",NULL,"MA061","MA061-1","no","Layer 2: 0-5 m; C6",NULL,"CalPal reports the site as Ifri Oudadane but it is not correct"
"KIA-31007/1","KIA-31007/1",NULL,NULL,8880,35,"-20,68","0,52",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA061","MA061-1","no","Layer 2",NULL,"CalPal reports the site as Ifri Oudadane but it is not correct"
"KIA-39292","KIA-39292",NULL,NULL,7955,40,"-21,38","0,11",NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus communis","MA061","MA061-1","no","Layer 3, position 7",NULL,"Cal Pal reports the site as Ifri el Baroud but it is not correct"
"KIA-39293","KIA-39293",NULL,NULL,8800,45,"-21,31","0,11",NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus communis","MA061","MA061-1","no","Layer 1, position 60",NULL,"CalPal reports the site as Ifri Oudadane but it is not correct"
"KIA-31004","KIA-31004",NULL,NULL,3385,25,"-25,28","0,26",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA062","MA062-1","unique","Hearth",NULL,NULL
"Erl-5888","Erl-5888",NULL,NULL,6402,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA098","MA098-1","unique",NULL,NULL,NULL
"KIA-38792","KIA-38792",NULL,NULL,3525,25,"-22,02","0,22",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA082","MA082-1","no","Lower edge (limit) TAO5 - Series II",NULL,NULL
"KIA-38793","KIA-38793",NULL,NULL,3411,25,"-22,64","0,06",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA082","MA082-1","no","Upper edge (limit) TAO5 - Series II",NULL,NULL
"KIA-39287","KIA-39287",NULL,NULL,4745,65,"-25,88","0,24",NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus communis","MA083","MA083-2","no","Upper pit",NULL,"CalPal reports the site as Mtlili 5 but it is not correct"
"KIA-39288","KIA-39288",NULL,NULL,6970,40,"-25,83","0,37",NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus communis","MA083","MA083-1","no","Position 17",NULL,"In Linstädter 2011 D13 is -22,50±0,14 but it is not correct"
"KIA-39290","KIA-39290",NULL,NULL,3455,30,"-25,87","0,16",NULL,"IntCal13",NULL,NULL,"charcoal","Pistacia sp.","MA084","MA084-1","unique","Pit",NULL,NULL
"KIA-39291","KIA-39291",NULL,NULL,5390,35,"-22.4","0,19",NULL,"IntCal13",NULL,NULL,"charcoal","Pistacia sp.","MA085","MA085-1","unique","Hearth",NULL,"CalPal reports the site as Mtlili 5 but it is not correct"
"KIA-39295","KIA-39295",NULL,NULL,7840,40,"-21.6","0,11",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA028","MA028-1","unique","Pit",NULL,"CalPal reports the site as Mtlili 1 but it is not correct"
"Ly-3000","Ly-3000","SacA-3304",NULL,3485,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA060","MA060-1","unique","Test - Middle layer",NULL,NULL
"Ly-3001","Ly-3001","SacA-3305",NULL,3885,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA001","MA001-1","unique","Test S1 - N°1",NULL,NULL
"Ly-3087","Ly-3087",NULL,NULL,4481,190,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Rhinoceros","MA079","MA079-5","no","Delta",NULL,NULL
"Ly-4096","Ly-4096",NULL,NULL,4560,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA079","MA079-5","no",NULL,NULL,NULL
"Ly-4097","Ly-4097",NULL,NULL,7710,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic matter",NULL,"MA079","MA079-1","no","Palaeosoil",NULL,NULL
"UQ-1557","UQ-1557",NULL,NULL,4950,150,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)",NULL,"MA079","MA079-4","no","Delta",NULL,NULL
"UQ-1868","UQ-1868",NULL,NULL,5350,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA079","MA079-3","no","S.61",NULL,"In Martinez-Sanchez et al. 2018 (table 6) the Lab ID is mistakenly reported as UQ-1888"
"Ly-1621","Ly-1621",NULL,"MissingError",4610,NULL,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA079","MA079-5","no",NULL,NULL,NULL
"Poz-58937","Poz-58937",NULL,NULL,5720,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)",NULL,"MA079","MA079-2","no","Skhirat 2",NULL,NULL
"Poz-58936","Poz-58936",NULL,NULL,5740,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)",NULL,"MA079","MA079-2","no","Skhirat 1",NULL,NULL
"Poz-58938","Poz-58938",NULL,NULL,5800,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)",NULL,"MA079","MA079-2","no","Skhirat 3",NULL,NULL
"Ly-3179","Ly-3179","SacA-4520",NULL,5270,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA065","MA065-1","unique","Pit S1 - Layer 2",NULL,NULL
"Ly-3550","Ly-3550",NULL,NULL,3395,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"MA067","MA067-1","unique","Pit S1 - 40",NULL,NULL
"Ly-3821","Ly-3821",NULL,NULL,6050,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-3","no","Phase E - U.S. 1006",NULL,NULL
"Ly-7287","Ly-7287",NULL,NULL,9910,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-1","yes","Phase G - U.S. 1039",NULL,NULL
"Ly-7288","Ly-7288",NULL,NULL,6520,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-3","no","Phase E - U.S. 1008",NULL,"In Ben Moussa 2008 and Barton et al. 2008 the error is ±80"
"Ly-7695","Ly-7695",NULL,NULL,9865,75,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-1","yes","Phase G - U.S. 1038",NULL,NULL
"Ly-971OxA","Ly-971OxA",NULL,NULL,6350,85,NULL,NULL,NULL,"IntCal13",NULL,NULL,"grain (charred)","Hordeum vulgare","MA054","MA054-3","no","SU 1039",NULL,"In Daugas et al. 2008 the date is reported as 6450±85 but it is not corret"
"Beta-331985","Beta-331985",NULL,NULL,6190,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"grain","Triticum dicoccum","MA054","MA054-3","no","SU 1101-3",NULL,NULL
"Beta-331986","Beta-331986",NULL,NULL,5400,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"grain","Triticum aestivum/durum","MA054","MA054-4","no","Phase B - Unit 1202-2",NULL,NULL
"Beta-331987","Beta-331987",NULL,NULL,6390,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"grain","Triticum dicoccum","MA054","MA054-3","no","SU 1204",NULL,NULL
"Rabat-65","Rabat-65",NULL,NULL,7136,156,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-2","yes","Phase F2 - SU 1025 - Initial phase",NULL,NULL
"Rabat-66","Rabat-66",NULL,NULL,8765,176,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA054","MA054-2","yes","Phase F2 - SU 1028 - Initial phase",NULL,NULL
"Beta-409693","Beta-409693",NULL,NULL,6410,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Ovis aries","MA054","MA054-3","no","SU 1204-2",NULL,NULL
"Beta-424637","Beta-424637",NULL,NULL,6410,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"tooth (human)","Homo sapiens","MA054","MA054-3","no","SU 1204-2",NULL,NULL
"Ly-3003","Ly-3003","SacA-3307",NULL,6410,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA023","MA023-1","no","Pit S1- 1 (North)",NULL,"The sample was submitted for dating to the BANADORA databank by: Daugas J.P."
"Ly-3004","Ly-3004","SacA-3308",NULL,6440,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA023","MA023-1","no","Pit S1- 2 (South)",NULL,"The sample was submitted for dating to the BANADORA databank by: Daugas J.P."
"OxA-11321","OxA-11321",NULL,NULL,9470,55,"-23.992999999999999",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Phillyrea/Rhamnus","MA022","MA022-2","no","Layer 10","GC 01/4/10",NULL
"OxA-11323","OxA-11323",NULL,NULL,11125,65,"-24,9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Phillyrea/Rhamnus","MA022","MA022-1","no","Layer 12",NULL,NULL
"OxA-11322","OxA-11322",NULL,NULL,11180,65,"-25,5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Phillyrea/Rhamnus","MA022","MA022-1","no","Layer 12",NULL,NULL
"Ly-3551","Ly-3551",NULL,"MissingError",11020,NULL,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA022","MA022-1","no",NULL,NULL,NULL
"UQ-1556","UQ-1556",NULL,NULL,5600,200,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)","Mollusca","MA073","MA073-2","no","3b",NULL,NULL
"Beta-172811","Beta-172811",NULL,NULL,5490,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA073","MA073-2","no",NULL,NULL,NULL
"Beta-182784","Beta-182784",NULL,NULL,5930,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA073","MA073-1","no","Taher Sép.",NULL,NULL
"Auck. W-1518","Auck. W-1518",NULL,NULL,4300,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)",NULL,"MA017","MA017-1","no",NULL,NULL,"The material is often not correctly reported as charcoal. The date is also reported as 4292±80 BP."
"Auck. W-1510","Auck. W-1510",NULL,NULL,3100,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA017","MA017-2","no",NULL,NULL,NULL
"Col-2373.1.1","Col-2373.1.1",NULL,NULL,5326,38,"-23,6",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-5","yes","INES-7",NULL,NULL
"Col-2376.1.1","Col-2376.1.1",NULL,NULL,5644,40,"-23,9",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-5","yes","INES-7",NULL,NULL
"Col-2372.1.1","Col-2372.1.1",NULL,NULL,5832,37,"-25,3",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-5","yes","INES-7",NULL,NULL
"Col-2374.1.1","Col-2374.1.1",NULL,NULL,5779,38,"-23,6",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-4","yes","INES-6",NULL,NULL
"Col-2371.1.1","Col-2371.1.1",NULL,NULL,5975,38,"-25,4",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-4","yes","INES-6",NULL,NULL
"Col-2377.1.1","Col-2377.1.1",NULL,NULL,6288,40,"-17,7",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-3","yes","INES-5",NULL,NULL
"Beta-396666","Beta-396666",NULL,NULL,7760,30,"-23,3",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-2","yes","INES-4",NULL,NULL
"Beta-396672","Beta-396672",NULL,NULL,7820,30,"-21,1",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-2","yes","INES-4",NULL,NULL
"Col-2381.1.1","Col-2381.1.1",NULL,NULL,7835,45,"-22,4",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-2","yes","INES-4",NULL,NULL
"Beta-396670","Beta-396670",NULL,NULL,7980,30,"-22,0",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-2","yes","INES-4",NULL,NULL
"Beta-396665","Beta-396665",NULL,NULL,8380,30,"-22,6",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pinus sp.","MA036","MA036-1","yes","INES-3",NULL,NULL
"Beta-396667","Beta-396667",NULL,NULL,8660,30,"-23,6",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Olea sp.","MA036","MA036-1","yes","INES-3",NULL,NULL
"Col-2380.1.1","Col-2380.1.1",NULL,NULL,8719,42,"-18,0",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-1","yes","INES-3",NULL,NULL
"Col-2378.1.1","Col-2378.1.1",NULL,NULL,8729,46,"-23,9",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-1","yes","INES-3",NULL,NULL
"Beta-396671","Beta-396671",NULL,NULL,8800,30,"-22,5",NULL,"AMS","IntCal13",NULL,NULL,"charred seed","Pistacia lentiscus","MA036","MA036-1","yes","INES-3",NULL,NULL
"Sa-13","Sa-13",NULL,NULL,10800,400,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA080","MA080-1","no","Level 2",NULL,NULL
"Sa-15","Sa-15",NULL,NULL,10500,400,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA080","MA080-1","no","Level 8",NULL,NULL
"OxA-24111","OxA-24111",NULL,NULL,10680,45,"-19,33",NULL,"AMS","IntCal13",NULL,NULL,"bone (undetermined)",NULL,"MA080","MA080-1","no","0,22 m",NULL,NULL
"OxA-23404","OxA-23404",NULL,NULL,10870,45,"-24,17",NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"MA080","MA080-1","no","0,36-0,48 m",NULL,NULL
"OxA-13480","OxA-13480",NULL,NULL,10950,45,"-23,3",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Pinus sp.","MA080","MA080-1","no","Grey unit: 0,36-0,48 m","G89-202",NULL
"OxA-13479","OxA-13479",NULL,NULL,10935,40,"-23,8",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Pinus sp.","MA080","MA080-1","no","Grey unit: 0,36 m","G88-200",NULL
"OxA-13516","OxA-13516",NULL,NULL,11065,45,"-23,9",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Pinus sp.","MA080","MA080-1","no","Grey unit: 0,48 m","G89-203",NULL
"OxA-24112","OxA-24112",NULL,NULL,11165,45,"-19,73",NULL,"AMS","IntCal13",NULL,NULL,"bone (undetermined)",NULL,"MA080","MA080-1","no","0,53 m",NULL,NULL
"OxA-13517","OxA-13517",NULL,NULL,10990,45,"-26,8",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Dicotyledonous","MA080","MA080-1","no","Grey unit: 0,54 m","G90-204",NULL
"Rabat-57","Rabat-57",NULL,NULL,7589,166,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA052","MA052-1","unique","SU 1071",NULL,NULL
"Col-1645","Col-1645",NULL,NULL,5974,36,"-25,5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA040","MA040-1","no",NULL,NULL,NULL
"Col-1647","Col-1647",NULL,NULL,5480,36,"-26,8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA040","MA040-1","no",NULL,NULL,NULL
"Gif-6187","Gif-6187",NULL,NULL,11200,160,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA007","MA007-1","unique",NULL,NULL,NULL
"Gif-6497","Gif-6497",NULL,NULL,11290,160,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA006","MA006-1","unique",NULL,NULL,NULL
"Gif-6828","Gif-6828",NULL,NULL,9560,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA008","MA008-1","no","Level 2",NULL,NULL
"Gif-6829","Gif-6829",NULL,NULL,9130,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA008","MA008-2","no",NULL,NULL,NULL
"Gif-6498","Gif-6498",NULL,NULL,8560,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA008","MA008-2","no","Surface",NULL,NULL
"Gif-6493","Gif-6493",NULL,NULL,5080,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA050","MA050-2","no","Level 3d - hearth",NULL,"Macro-remains"
